2025-09-12 14:19:59,419 - INFO - Event:DATABASE_INIT | Details:SQLite database initialized at /home/silpc-011/Desktop/adwaith/biometricservice/database/attendance_queue.db | Status:SYSTEM
2025-09-12 15:05:07,225 - INFO - Event:DEVICE_UNREGISTERED | Details:Device disconnected: ZXRC21016024 | Status:SYSTEM
2025-09-12 15:05:07,284 - INFO - Event:DEVICE_CONNECTED | Details:Device connected: 192.168.0.232:48128 | Status:SYSTEM
2025-09-12 15:05:07,330 - INFO - Event:DEVICE_REGISTERED | Details:Device ZXRC21016024 connected from 192.168.0.232:48128 | Status:SYSTEM
2025-09-12 15:05:38,642 - INFO - Event:DEVICE_DISCONNECTED | Details:Connection closed: 192.168.0.232:48128 | Status:SYSTEM
2025-09-12 15:05:38,643 - INFO - Event:DEVICE_UNREGISTERED | Details:Device disconnected: ZXRC21016024 | Status:SYSTEM
2025-09-12 15:05:38,995 - INFO - Event:DEVICE_CONNECTED | Details:Device connected: 192.168.0.232:48130 | Status:SYSTEM
2025-09-12 15:05:39,029 - INFO - Event:DEVICE_REGISTERED | Details:Device ZXRC21016024 connected from 192.168.0.232:48130 | Status:SYSTEM
2025-09-12 15:06:09,344 - INFO - Event:DEVICE_DISCONNECTED | Details:Connection closed: 192.168.0.232:48130 | Status:SYSTEM
2025-09-12 15:06:09,345 - INFO - Event:DEVICE_UNREGISTERED | Details:Device disconnected: ZXRC21016024 | Status:SYSTEM
2025-09-12 15:06:09,391 - INFO - Event:DEVICE_CONNECTED | Details:Device connected: 192.168.0.232:48132 | Status:SYSTEM
2025-09-12 15:06:09,437 - INFO - Event:DEVICE_REGISTERED | Details:Device ZXRC21016024 connected from 192.168.0.232:48132 | Status:SYSTEM
2025-09-12 15:06:40,070 - INFO - Event:DEVICE_DISCONNECTED | Details:Connection closed: 192.168.0.232:48132 | Status:SYSTEM
2025-09-12 15:06:40,070 - INFO - Event:DEVICE_UNREGISTERED | Details:Device disconnected: ZXRC21016024 | Status:SYSTEM
2025-09-12 15:06:40,136 - INFO - Event:DEVICE_CONNECTED | Details:Device connected: 192.168.0.232:48134 | Status:SYSTEM
2025-09-12 15:06:40,198 - INFO - Event:DEVICE_REGISTERED | Details:Device ZXRC21016024 connected from 192.168.0.232:48134 | Status:SYSTEM
2025-09-12 15:07:06,116 - INFO - Event:RETRY_BATCH | Details:Processing 10 queued records | Status:SYSTEM
2025-09-12 15:07:10,773 - INFO - Event:DEVICE_DISCONNECTED | Details:Connection closed: 192.168.0.232:48134 | Status:SYSTEM
2025-09-12 15:07:10,774 - INFO - Event:DEVICE_UNREGISTERED | Details:Device disconnected: ZXRC21016024 | Status:SYSTEM
2025-09-12 15:07:14,105 - INFO - Event:DEVICE_CONNECTED | Details:Device connected: 192.168.0.232:48136 | Status:SYSTEM
2025-09-12 15:07:14,151 - INFO - Event:DEVICE_REGISTERED | Details:Device ZXRC21016024 connected from 192.168.0.232:48136 | Status:SYSTEM
2025-09-12 15:07:31,542 - INFO - Event:APPLICATION_STOPPED | Details:Server stopped by user | Status:SYSTEM
2025-09-12 15:07:31,543 - INFO - Event:APPLICATION_SHUTDOWN | Details:Application shutting down | Status:SYSTEM
2025-09-12 15:07:31,560 - INFO - Event:DEVICE_UNREGISTERED | Details:Device disconnected: ZXRC21016024 | Status:SYSTEM
2025-09-12 15:07:33,276 - INFO - Event:DATABASE_INIT | Details:SQLite database initialized at /home/silpc-011/Desktop/adwaith/biometricservice/database/attendance_queue.db | Status:SYSTEM
2025-09-12 15:07:33,277 - INFO - Event:APPLICATION_STARTING | Details:Biometric server application starting | Status:SYSTEM
2025-09-12 15:07:33,278 - INFO - Event:SERVER_STARTING | Details:WebSocket server starting on 0.0.0.0:8190 | Status:SYSTEM
2025-09-12 15:07:33,294 - INFO - Event:RETRY_TASK_STARTED | Details:Queue retry task started | Status:SYSTEM
2025-09-12 15:07:33,296 - INFO - Event:SERVER_STARTED | Details:Server listening on 0.0.0.0:8190 | Status:SYSTEM
2025-09-12 15:07:33,683 - INFO - Event:DEVICE_CONNECTED | Details:Device connected: 192.168.0.232:48142 | Status:SYSTEM
2025-09-12 15:07:33,767 - INFO - Event:DEVICE_REGISTERED | Details:Device ZXRC21016024 connected from 192.168.0.232:48142 | Status:SYSTEM
2025-09-12 15:08:03,895 - INFO - Event:DEVICE_DISCONNECTED | Details:Connection closed: 192.168.0.232:48142 | Status:SYSTEM
2025-09-12 15:08:03,896 - INFO - Event:DEVICE_UNREGISTERED | Details:Device disconnected: ZXRC21016024 | Status:SYSTEM
2025-09-12 15:08:03,956 - INFO - Event:DEVICE_CONNECTED | Details:Device connected: 192.168.0.232:48144 | Status:SYSTEM
2025-09-12 15:08:04,094 - INFO - Event:DEVICE_REGISTERED | Details:Device ZXRC21016024 connected from 192.168.0.232:48144 | Status:SYSTEM
2025-09-12 15:08:34,653 - INFO - Event:DEVICE_DISCONNECTED | Details:Connection closed: 192.168.0.232:48144 | Status:SYSTEM
2025-09-12 15:08:34,653 - INFO - Event:DEVICE_UNREGISTERED | Details:Device disconnected: ZXRC21016024 | Status:SYSTEM
2025-09-12 15:08:35,046 - INFO - Event:DEVICE_CONNECTED | Details:Device connected: 192.168.0.232:48146 | Status:SYSTEM
2025-09-12 15:08:35,078 - INFO - Event:DEVICE_REGISTERED | Details:Device ZXRC21016024 connected from 192.168.0.232:48146 | Status:SYSTEM
2025-09-12 15:09:05,302 - INFO - Event:DEVICE_DISCONNECTED | Details:Connection closed: 192.168.0.232:48146 | Status:SYSTEM
2025-09-12 15:09:05,303 - INFO - Event:DEVICE_UNREGISTERED | Details:Device disconnected: ZXRC21016024 | Status:SYSTEM
2025-09-12 15:09:05,360 - INFO - Event:DEVICE_CONNECTED | Details:Device connected: 192.168.0.232:48148 | Status:SYSTEM
2025-09-12 15:09:05,390 - INFO - Event:DEVICE_REGISTERED | Details:Device ZXRC21016024 connected from 192.168.0.232:48148 | Status:SYSTEM
2025-09-12 15:09:36,047 - INFO - Event:DEVICE_DISCONNECTED | Details:Connection closed: 192.168.0.232:48148 | Status:SYSTEM
2025-09-12 15:09:36,048 - INFO - Event:DEVICE_UNREGISTERED | Details:Device disconnected: ZXRC21016024 | Status:SYSTEM
2025-09-12 15:09:37,088 - INFO - Event:DEVICE_CONNECTED | Details:Device connected: 192.168.0.232:48150 | Status:SYSTEM
2025-09-12 15:09:37,124 - INFO - Event:DEVICE_REGISTERED | Details:Device ZXRC21016024 connected from 192.168.0.232:48150 | Status:SYSTEM
2025-09-12 15:10:07,442 - INFO - Event:DEVICE_DISCONNECTED | Details:Connection closed: 192.168.0.232:48150 | Status:SYSTEM
2025-09-12 15:10:07,443 - INFO - Event:DEVICE_UNREGISTERED | Details:Device disconnected: ZXRC21016024 | Status:SYSTEM
2025-09-12 15:10:07,484 - INFO - Event:DEVICE_CONNECTED | Details:Device connected: 192.168.0.232:48152 | Status:SYSTEM
2025-09-12 15:10:07,516 - INFO - Event:DEVICE_REGISTERED | Details:Device ZXRC21016024 connected from 192.168.0.232:48152 | Status:SYSTEM
2025-09-12 15:10:38,143 - INFO - Event:DEVICE_DISCONNECTED | Details:Connection closed: 192.168.0.232:48152 | Status:SYSTEM
2025-09-12 15:10:38,144 - INFO - Event:DEVICE_UNREGISTERED | Details:Device disconnected: ZXRC21016024 | Status:SYSTEM
2025-09-12 15:10:38,426 - INFO - Event:DEVICE_CONNECTED | Details:Device connected: 192.168.0.232:48154 | Status:SYSTEM
2025-09-12 15:10:38,512 - INFO - Event:DEVICE_REGISTERED | Details:Device ZXRC21016024 connected from 192.168.0.232:48154 | Status:SYSTEM
2025-09-12 15:11:08,838 - INFO - Event:DEVICE_DISCONNECTED | Details:Connection closed: 192.168.0.232:48154 | Status:SYSTEM
2025-09-12 15:11:08,838 - INFO - Event:DEVICE_UNREGISTERED | Details:Device disconnected: ZXRC21016024 | Status:SYSTEM
2025-09-12 15:11:08,897 - INFO - Event:DEVICE_CONNECTED | Details:Device connected: 192.168.0.232:48156 | Status:SYSTEM
2025-09-12 15:11:09,142 - INFO - Event:DEVICE_REGISTERED | Details:Device ZXRC21016024 connected from 192.168.0.232:48156 | Status:SYSTEM
2025-09-12 15:11:39,577 - INFO - Event:DEVICE_DISCONNECTED | Details:Connection closed: 192.168.0.232:48156 | Status:SYSTEM
2025-09-12 15:11:39,578 - INFO - Event:DEVICE_UNREGISTERED | Details:Device disconnected: ZXRC21016024 | Status:SYSTEM
2025-09-12 15:11:39,619 - INFO - Event:DEVICE_CONNECTED | Details:Device connected: 192.168.0.232:48158 | Status:SYSTEM
2025-09-12 15:11:39,673 - INFO - Event:DEVICE_REGISTERED | Details:Device ZXRC21016024 connected from 192.168.0.232:48158 | Status:SYSTEM
2025-09-12 15:12:10,293 - INFO - Event:DEVICE_DISCONNECTED | Details:Connection closed: 192.168.0.232:48158 | Status:SYSTEM
2025-09-12 15:12:10,294 - INFO - Event:DEVICE_UNREGISTERED | Details:Device disconnected: ZXRC21016024 | Status:SYSTEM
2025-09-12 15:12:10,359 - INFO - Event:DEVICE_CONNECTED | Details:Device connected: 192.168.0.232:48160 | Status:SYSTEM
2025-09-12 15:12:10,405 - INFO - Event:DEVICE_REGISTERED | Details:Device ZXRC21016024 connected from 192.168.0.232:48160 | Status:SYSTEM
2025-09-12 15:12:40,975 - INFO - Event:DEVICE_DISCONNECTED | Details:Connection closed: 192.168.0.232:48160 | Status:SYSTEM
2025-09-12 15:12:40,976 - INFO - Event:DEVICE_UNREGISTERED | Details:Device disconnected: ZXRC21016024 | Status:SYSTEM
2025-09-12 15:12:41,045 - INFO - Event:DEVICE_CONNECTED | Details:Device connected: 192.168.0.232:48162 | Status:SYSTEM
2025-09-12 15:12:41,079 - INFO - Event:DEVICE_REGISTERED | Details:Device ZXRC21016024 connected from 192.168.0.232:48162 | Status:SYSTEM
2025-09-12 15:13:11,743 - INFO - Event:DEVICE_DISCONNECTED | Details:Connection closed: 192.168.0.232:48162 | Status:SYSTEM
2025-09-12 15:13:11,743 - INFO - Event:DEVICE_UNREGISTERED | Details:Device disconnected: ZXRC21016024 | Status:SYSTEM
2025-09-12 15:13:11,792 - INFO - Event:DEVICE_CONNECTED | Details:Device connected: 192.168.0.232:48164 | Status:SYSTEM
2025-09-12 15:13:11,911 - INFO - Event:DEVICE_REGISTERED | Details:Device ZXRC21016024 connected from 192.168.0.232:48164 | Status:SYSTEM
2025-09-12 15:13:42,434 - INFO - Event:DEVICE_DISCONNECTED | Details:Connection closed: 192.168.0.232:48164 | Status:SYSTEM
2025-09-12 15:13:42,435 - INFO - Event:DEVICE_UNREGISTERED | Details:Device disconnected: ZXRC21016024 | Status:SYSTEM
2025-09-12 15:13:42,508 - INFO - Event:DEVICE_CONNECTED | Details:Device connected: 192.168.0.232:48166 | Status:SYSTEM
2025-09-12 15:13:42,549 - INFO - Event:DEVICE_REGISTERED | Details:Device ZXRC21016024 connected from 192.168.0.232:48166 | Status:SYSTEM
2025-09-12 15:14:13,197 - INFO - Event:DEVICE_DISCONNECTED | Details:Connection closed: 192.168.0.232:48166 | Status:SYSTEM
2025-09-12 15:14:13,198 - INFO - Event:DEVICE_UNREGISTERED | Details:Device disconnected: ZXRC21016024 | Status:SYSTEM
2025-09-12 15:14:13,270 - INFO - Event:DEVICE_CONNECTED | Details:Device connected: 192.168.0.232:48168 | Status:SYSTEM
2025-09-12 15:14:13,308 - INFO - Event:DEVICE_REGISTERED | Details:Device ZXRC21016024 connected from 192.168.0.232:48168 | Status:SYSTEM
2025-09-12 15:14:33,712 - INFO - Event:DEVICE_DISCONNECTED | Details:Connection closed: 192.168.0.232:48168 | Status:SYSTEM
2025-09-12 15:14:33,712 - INFO - Event:DEVICE_UNREGISTERED | Details:Device disconnected: ZXRC21016024 | Status:SYSTEM
2025-09-12 15:14:33,918 - INFO - Event:DEVICE_CONNECTED | Details:Device connected: 192.168.0.232:48170 | Status:SYSTEM
2025-09-12 15:14:34,225 - INFO - Event:DEVICE_REGISTERED | Details:Device ZXRC21016024 connected from 192.168.0.232:48170 | Status:SYSTEM
2025-09-12 15:15:04,343 - INFO - Event:DEVICE_DISCONNECTED | Details:Connection closed: 192.168.0.232:48170 | Status:SYSTEM
2025-09-12 15:15:04,344 - INFO - Event:DEVICE_UNREGISTERED | Details:Device disconnected: ZXRC21016024 | Status:SYSTEM
2025-09-12 15:15:04,535 - INFO - Event:DEVICE_CONNECTED | Details:Device connected: 192.168.0.232:48172 | Status:SYSTEM
2025-09-12 15:15:05,260 - INFO - Event:DEVICE_REGISTERED | Details:Device ZXRC21016024 connected from 192.168.0.232:48172 | Status:SYSTEM
2025-09-12 15:15:44,577 - INFO - Event:DEVICE_DISCONNECTED | Details:Connection closed: 192.168.0.232:48172 | Status:SYSTEM
2025-09-12 15:15:44,577 - INFO - Event:DEVICE_UNREGISTERED | Details:Device disconnected: ZXRC21016024 | Status:SYSTEM
2025-09-12 15:15:44,651 - INFO - Event:DEVICE_CONNECTED | Details:Device connected: 192.168.0.232:48174 | Status:SYSTEM
2025-09-12 15:15:44,696 - INFO - Event:DEVICE_REGISTERED | Details:Device ZXRC21016024 connected from 192.168.0.232:48174 | Status:SYSTEM
2025-09-12 15:16:15,369 - INFO - Event:DEVICE_DISCONNECTED | Details:Connection closed: 192.168.0.232:48174 | Status:SYSTEM
2025-09-12 15:16:15,370 - INFO - Event:DEVICE_UNREGISTERED | Details:Device disconnected: ZXRC21016024 | Status:SYSTEM
2025-09-12 15:16:15,457 - INFO - Event:DEVICE_CONNECTED | Details:Device connected: 192.168.0.232:48176 | Status:SYSTEM
2025-09-12 15:16:15,507 - INFO - Event:DEVICE_REGISTERED | Details:Device ZXRC21016024 connected from 192.168.0.232:48176 | Status:SYSTEM
2025-09-12 15:16:46,125 - INFO - Event:DEVICE_DISCONNECTED | Details:Connection closed: 192.168.0.232:48176 | Status:SYSTEM
2025-09-12 15:16:46,126 - INFO - Event:DEVICE_UNREGISTERED | Details:Device disconnected: ZXRC21016024 | Status:SYSTEM
2025-09-12 15:16:46,254 - INFO - Event:DEVICE_CONNECTED | Details:Device connected: 192.168.0.232:48178 | Status:SYSTEM
2025-09-12 15:16:46,665 - INFO - Event:DEVICE_REGISTERED | Details:Device ZXRC21016024 connected from 192.168.0.232:48178 | Status:SYSTEM
2025-09-12 15:17:16,829 - INFO - Event:DEVICE_DISCONNECTED | Details:Connection closed: 192.168.0.232:48178 | Status:SYSTEM
2025-09-12 15:17:16,829 - INFO - Event:DEVICE_UNREGISTERED | Details:Device disconnected: ZXRC21016024 | Status:SYSTEM
2025-09-12 15:17:16,903 - INFO - Event:DEVICE_CONNECTED | Details:Device connected: 192.168.0.232:48180 | Status:SYSTEM
2025-09-12 15:17:16,980 - INFO - Event:DEVICE_REGISTERED | Details:Device ZXRC21016024 connected from 192.168.0.232:48180 | Status:SYSTEM
2025-09-12 15:17:47,564 - INFO - Event:DEVICE_DISCONNECTED | Details:Connection closed: 192.168.0.232:48180 | Status:SYSTEM
2025-09-12 15:17:47,564 - INFO - Event:DEVICE_UNREGISTERED | Details:Device disconnected: ZXRC21016024 | Status:SYSTEM
2025-09-12 15:17:47,619 - INFO - Event:DEVICE_CONNECTED | Details:Device connected: 192.168.0.232:48182 | Status:SYSTEM
2025-09-12 15:17:47,972 - INFO - Event:DEVICE_REGISTERED | Details:Device ZXRC21016024 connected from 192.168.0.232:48182 | Status:SYSTEM
2025-09-12 15:18:18,281 - INFO - Event:DEVICE_DISCONNECTED | Details:Connection closed: 192.168.0.232:48182 | Status:SYSTEM
2025-09-12 15:18:18,281 - INFO - Event:DEVICE_UNREGISTERED | Details:Device disconnected: ZXRC21016024 | Status:SYSTEM
2025-09-12 15:18:18,376 - INFO - Event:DEVICE_CONNECTED | Details:Device connected: 192.168.0.232:48184 | Status:SYSTEM
2025-09-12 15:18:18,510 - INFO - Event:DEVICE_REGISTERED | Details:Device ZXRC21016024 connected from 192.168.0.232:48184 | Status:SYSTEM
2025-09-12 15:18:25,268 - INFO - Event:APPLICATION_STOPPED | Details:Server stopped by user | Status:SYSTEM
2025-09-12 15:18:25,268 - INFO - Event:APPLICATION_SHUTDOWN | Details:Application shutting down | Status:SYSTEM
2025-09-12 15:18:25,287 - INFO - Event:DEVICE_UNREGISTERED | Details:Device disconnected: ZXRC21016024 | Status:SYSTEM
2025-09-12 17:38:00,584 - INFO - Event:DATABASE_INIT | Details:SQLite database initialized at /home/silpc-011/Desktop/adwaith/biometricservice/database/attendance_queue.db | Status:SYSTEM
2025-09-12 17:38:00,586 - INFO - Event:APPLICATION_STARTING | Details:Biometric server application starting | Status:SYSTEM
2025-09-12 17:38:00,587 - INFO - Event:SERVER_STARTING | Details:WebSocket server starting on 0.0.0.0:8190 | Status:SYSTEM
2025-09-12 17:38:00,622 - INFO - Event:RETRY_TASK_STARTED | Details:Queue retry task started | Status:SYSTEM
2025-09-12 17:38:00,623 - INFO - Event:SERVER_STARTED | Details:Server listening on 0.0.0.0:8190 | Status:SYSTEM
2025-09-12 17:38:41,045 - INFO - Event:DEVICE_CONNECTED | Details:Device connected: 192.168.0.232:35780 | Status:SYSTEM
2025-09-12 17:38:41,147 - INFO - Event:DEVICE_REGISTERED | Details:Device ZXRC21016024 connected from 192.168.0.232:35780 | Status:SYSTEM
2025-09-12 17:38:54,586 - INFO - Event:PROCESSING_BATCH | Details:Processing 1 records from device ZXRC21016024 | Status:SYSTEM
2025-09-12 17:38:55,835 - INFO - Event:PROCESSING_BATCH | Details:Processing 1 records from device ZXRC21016024 | Status:SYSTEM
2025-09-12 17:39:11,377 - INFO - Event:DEVICE_DISCONNECTED | Details:Connection closed: 192.168.0.232:35780 | Status:SYSTEM
2025-09-12 17:39:11,377 - INFO - Event:DEVICE_UNREGISTERED | Details:Device disconnected: ZXRC21016024 | Status:SYSTEM
2025-09-12 17:39:13,304 - INFO - Event:DEVICE_CONNECTED | Details:Device connected: 192.168.0.232:35782 | Status:SYSTEM
2025-09-12 17:39:15,760 - INFO - Event:DEVICE_REGISTERED | Details:Device ZXRC21016024 connected from 192.168.0.232:35782 | Status:SYSTEM
2025-09-12 17:39:16,271 - INFO - Event:PROCESSING_BATCH | Details:Processing 2 records from device ZXRC21016024 | Status:SYSTEM
2025-09-12 17:39:51,119 - INFO - Event:DEVICE_CONNECTED | Details:Device connected: 192.168.0.232:35784 | Status:SYSTEM
2025-09-12 17:39:54,414 - INFO - Event:DEVICE_REGISTERED | Details:Device ZXRC21016024 connected from 192.168.0.232:35784 | Status:SYSTEM
2025-09-12 17:39:55,145 - INFO - Event:PROCESSING_BATCH | Details:Processing 4 records from device ZXRC21016024 | Status:SYSTEM
2025-09-12 17:40:11,784 - INFO - Event:SHUTDOWN_SIGNAL | Details:Received signal 2, initiating graceful shutdown | Status:SYSTEM
2025-09-12 17:40:13,548 - INFO - Event:SHUTDOWN_INITIATED | Details:Starting graceful shutdown | Status:SYSTEM
2025-09-12 17:40:13,549 - INFO - Event:CLOSING_CONNECTIONS | Details:Closing 2 device connections | Status:SYSTEM
2025-09-12 17:40:13,550 - INFO - Event:SHUTDOWN_INITIATED | Details:Starting graceful shutdown | Status:SYSTEM
2025-09-12 17:40:13,550 - INFO - Event:CLOSING_CONNECTIONS | Details:Closing 2 device connections | Status:SYSTEM
2025-09-12 17:40:13,551 - INFO - Event:RETRY_TASK_STOPPED | Details:Queue retry task stopped | Status:SYSTEM
2025-09-12 17:40:23,559 - INFO - Event:HTTP_SESSION_CLOSED | Details:HTTP session closed | Status:SYSTEM
2025-09-12 17:40:23,559 - INFO - Event:STOPPING_SERVER | Details:Stopping WebSocket server | Status:SYSTEM
2025-09-12 17:40:23,560 - INFO - Event:HTTP_SESSION_CLOSED | Details:HTTP session closed | Status:SYSTEM
2025-09-12 17:40:23,560 - INFO - Event:STOPPING_SERVER | Details:Stopping WebSocket server | Status:SYSTEM
2025-09-12 17:40:39,472 - INFO - Event:SHUTDOWN_SIGNAL | Details:Received signal 2, initiating graceful shutdown | Status:SYSTEM
2025-09-12 17:40:45,896 - INFO - Event:SHUTDOWN_SIGNAL | Details:Received signal 2, initiating graceful shutdown | Status:SYSTEM
2025-09-12 17:40:46,224 - INFO - Event:SHUTDOWN_SIGNAL | Details:Received signal 2, initiating graceful shutdown | Status:SYSTEM
2025-09-12 17:40:48,607 - INFO - Event:SHUTDOWN_SIGNAL | Details:Received signal 2, initiating graceful shutdown | Status:SYSTEM
2025-09-12 17:40:50,088 - INFO - Event:SHUTDOWN_SIGNAL | Details:Received signal 2, initiating graceful shutdown | Status:SYSTEM
2025-09-12 17:40:50,519 - INFO - Event:SHUTDOWN_SIGNAL | Details:Received signal 2, initiating graceful shutdown | Status:SYSTEM
2025-09-12 17:40:50,880 - INFO - Event:SHUTDOWN_SIGNAL | Details:Received signal 2, initiating graceful shutdown | Status:SYSTEM
2025-09-12 17:40:51,160 - INFO - Event:SHUTDOWN_SIGNAL | Details:Received signal 2, initiating graceful shutdown | Status:SYSTEM
2025-09-12 17:40:51,383 - INFO - Event:SHUTDOWN_SIGNAL | Details:Received signal 2, initiating graceful shutdown | Status:SYSTEM
2025-09-12 17:40:51,591 - INFO - Event:SHUTDOWN_SIGNAL | Details:Received signal 2, initiating graceful shutdown | Status:SYSTEM
2025-09-12 17:41:19,058 - INFO - Event:DATABASE_INIT | Details:SQLite database initialized at /home/silpc-011/Desktop/adwaith/biometricservice/database/attendance_queue.db | Status:SYSTEM
2025-09-12 17:41:19,058 - INFO - Event:APPLICATION_STARTING | Details:Biometric server application starting | Status:SYSTEM
2025-09-12 17:41:19,058 - INFO - Event:SERVER_STARTING | Details:WebSocket server starting on 0.0.0.0:8190 | Status:SYSTEM
2025-09-12 17:41:19,071 - INFO - Event:RETRY_TASK_STARTED | Details:Queue retry task started | Status:SYSTEM
2025-09-12 17:41:19,071 - INFO - Event:SERVER_STARTED | Details:Server listening on 0.0.0.0:8190 | Status:SYSTEM
2025-09-12 17:41:19,072 - INFO - Event:STARTUP_QUEUE_CHECK | Details:Found 1 pending records from previous session | Status:SYSTEM
2025-09-12 17:41:19,113 - INFO - Event:DEVICE_CONNECTED | Details:Device connected: 192.168.0.232:41656 | Status:SYSTEM
2025-09-12 17:41:19,145 - INFO - Event:DEVICE_REGISTERED | Details:Device ZXRC21016024 connected from 192.168.0.232:41656 | Status:SYSTEM
2025-09-12 17:41:19,165 - INFO - Event:PROCESSING_BATCH | Details:Processing 4 records from device ZXRC21016024 | Status:SYSTEM
2025-09-12 17:41:20,143 - INFO - Event:SHUTDOWN_SIGNAL | Details:Received signal 2, initiating graceful shutdown | Status:SYSTEM
2025-09-12 17:41:21,232 - INFO - Event:SHUTDOWN_INITIATED | Details:Starting graceful shutdown | Status:SYSTEM
2025-09-12 17:41:21,233 - INFO - Event:CLOSING_CONNECTIONS | Details:Closing 1 device connections | Status:SYSTEM
2025-09-12 17:41:21,234 - INFO - Event:SHUTDOWN_INITIATED | Details:Starting graceful shutdown | Status:SYSTEM
2025-09-12 17:41:21,234 - INFO - Event:CLOSING_CONNECTIONS | Details:Closing 1 device connections | Status:SYSTEM
2025-09-12 17:41:23,313 - INFO - Event:RETRY_TASK_STOPPED | Details:Queue retry task stopped | Status:SYSTEM
2025-09-12 17:41:23,314 - INFO - Event:HTTP_SESSION_CLOSED | Details:HTTP session closed | Status:SYSTEM
2025-09-12 17:41:23,314 - INFO - Event:STOPPING_SERVER | Details:Stopping WebSocket server | Status:SYSTEM
2025-09-12 17:41:23,314 - INFO - Event:HTTP_SESSION_CLOSED | Details:HTTP session closed | Status:SYSTEM
2025-09-12 17:41:23,315 - INFO - Event:STOPPING_SERVER | Details:Stopping WebSocket server | Status:SYSTEM
2025-09-12 17:41:23,315 - INFO - Event:DEVICE_CONNECTED | Details:Device connected: 192.168.0.232:41658 | Status:SYSTEM
2025-09-12 17:41:37,839 - INFO - Event:SHUTDOWN_SIGNAL | Details:Received signal 2, initiating graceful shutdown | Status:SYSTEM
2025-09-12 17:42:12,644 - INFO - Event:DATABASE_INIT | Details:SQLite database initialized at /home/silpc-011/Desktop/adwaith/biometricservice/database/attendance_queue.db | Status:SYSTEM
2025-09-12 17:42:12,645 - INFO - Event:APPLICATION_STARTING | Details:Biometric server application starting | Status:SYSTEM
2025-09-12 17:42:12,645 - INFO - Event:SERVER_STARTING | Details:WebSocket server starting on 0.0.0.0:8190 | Status:SYSTEM
2025-09-12 17:42:12,658 - INFO - Event:RETRY_TASK_STARTED | Details:Queue retry task started | Status:SYSTEM
2025-09-12 17:42:12,658 - INFO - Event:SERVER_STARTED | Details:Server listening on 0.0.0.0:8190 | Status:SYSTEM
2025-09-12 17:42:12,659 - INFO - Event:STARTUP_QUEUE_CHECK | Details:Found 2 pending records from previous session | Status:SYSTEM
2025-09-12 17:42:12,695 - INFO - Event:DEVICE_CONNECTED | Details:Device connected: 192.168.0.232:46048 | Status:SYSTEM
2025-09-12 17:42:12,714 - INFO - Event:DEVICE_REGISTERED | Details:Device ZXRC21016024 connected from 192.168.0.232:46048 | Status:SYSTEM
2025-09-12 17:42:12,753 - INFO - Event:PROCESSING_BATCH | Details:Processing 4 records from device ZXRC21016024 | Status:SYSTEM
2025-09-12 17:42:14,834 - INFO - Event:QUEUE_SIZE | Details:Current queue size: 3 | Status:SYSTEM
2025-09-12 17:42:16,912 - INFO - Event:QUEUE_SIZE | Details:Current queue size: 4 | Status:SYSTEM
2025-09-12 17:42:18,996 - INFO - Event:QUEUE_SIZE | Details:Current queue size: 5 | Status:SYSTEM
2025-09-12 17:42:21,083 - INFO - Event:QUEUE_SIZE | Details:Current queue size: 6 | Status:SYSTEM
2025-09-12 17:42:27,950 - INFO - Event:APPLICATION_STOPPED | Details:Server stopped by user | Status:SYSTEM
2025-09-12 17:42:27,951 - INFO - Event:APPLICATION_SHUTDOWN | Details:Application shutting down | Status:SYSTEM
2025-09-12 17:42:27,985 - INFO - Event:DEVICE_UNREGISTERED | Details:Device disconnected: ZXRC21016024 | Status:SYSTEM
2025-09-12 17:42:29,619 - INFO - Event:DATABASE_INIT | Details:SQLite database initialized at /home/silpc-011/Desktop/adwaith/biometricservice/database/attendance_queue.db | Status:SYSTEM
2025-09-12 17:42:29,620 - INFO - Event:APPLICATION_STARTING | Details:Biometric server application starting | Status:SYSTEM
2025-09-12 17:42:29,620 - INFO - Event:SERVER_STARTING | Details:WebSocket server starting on 0.0.0.0:8190 | Status:SYSTEM
2025-09-12 17:42:29,642 - INFO - Event:RETRY_TASK_STARTED | Details:Queue retry task started | Status:SYSTEM
2025-09-12 17:42:29,642 - INFO - Event:SERVER_STARTED | Details:Server listening on 0.0.0.0:8190 | Status:SYSTEM
2025-09-12 17:42:29,643 - INFO - Event:STARTUP_QUEUE_CHECK | Details:Found 6 pending records from previous session | Status:SYSTEM
2025-09-12 17:42:29,674 - INFO - Event:DEVICE_CONNECTED | Details:Device connected: 192.168.0.232:46168 | Status:SYSTEM
2025-09-12 17:42:29,706 - INFO - Event:DEVICE_REGISTERED | Details:Device ZXRC21016024 connected from 192.168.0.232:46168 | Status:SYSTEM
2025-09-12 17:42:59,861 - INFO - Event:DEVICE_DISCONNECTED | Details:Connection closed: 192.168.0.232:46168 | Status:SYSTEM
2025-09-12 17:42:59,861 - INFO - Event:DEVICE_UNREGISTERED | Details:Device disconnected: ZXRC21016024 | Status:SYSTEM
2025-09-12 17:42:59,915 - INFO - Event:DEVICE_CONNECTED | Details:Device connected: 192.168.0.232:46170 | Status:SYSTEM
2025-09-12 17:43:00,053 - INFO - Event:DEVICE_REGISTERED | Details:Device ZXRC21016024 connected from 192.168.0.232:46170 | Status:SYSTEM
2025-09-12 17:43:15,087 - INFO - Event:APPLICATION_STOPPED | Details:Server stopped by user | Status:SYSTEM
